Question,Answer,Filename
What is the Warranty Duration for the contract between Consolidated Artists  Inc. and Teardrop Putter Corporation?,[],TEARDROPGOLFCO_10_23_1996-EX-10.12-ENDORSEMENT AGREEMENT.PDF
What is the Insurance for the contract between Consolidated Artists  Inc. and Teardrop Putter Corporation?,[],TEARDROPGOLFCO_10_23_1996-EX-10.12-ENDORSEMENT AGREEMENT.PDF
What is the Third Party Beneficiary for the contract between Consolidated Artists  Inc. and Teardrop Putter Corporation?,[],TEARDROPGOLFCO_10_23_1996-EX-10.12-ENDORSEMENT AGREEMENT.PDF
"What is the Document Name for the contract between FAMOUS FIXINS, INC. and PEY DIRT, INC.?",['ENDORSEMENT AGREEMENT'],WARNINGMANAGEMENTSERVICESINC_12_10_1999-EX-10-ENDORSEMENT AGREEMENT.PDF
"What is the Agreement Date for the contract between FAMOUS FIXINS, INC. and PEY DIRT, INC.?","['May 31, 1999']",WARNINGMANAGEMENTSERVICESINC_12_10_1999-EX-10-ENDORSEMENT AGREEMENT.PDF
"What is the Effective Date for the contract between FAMOUS FIXINS, INC. and PEY DIRT, INC.?","['""Contract Period"" shall mean that period of time commencing as of May 31, 1999 and concluding May 31, 2000.']",WARNINGMANAGEMENTSERVICESINC_12_10_1999-EX-10-ENDORSEMENT AGREEMENT.PDF
"What is the Expiration Date for the contract between FAMOUS FIXINS, INC. and PEY DIRT, INC.?","['""Contract Period"" shall mean that period of time commencing as of May 31, 1999 and concluding May 31, 2000.']",WARNINGMANAGEMENTSERVICESINC_12_10_1999-EX-10-ENDORSEMENT AGREEMENT.PDF
"What is the Renewal Term for the contract between FAMOUS FIXINS, INC. and PEY DIRT, INC.?",[],WARNINGMANAGEMENTSERVICESINC_12_10_1999-EX-10-ENDORSEMENT AGREEMENT.PDF
"What is the Governing Law for the contract between FAMOUS FIXINS, INC. and PEY DIRT, INC.?",['This Agreement shall be governed and construed according to the law of Tennessee.'],WARNINGMANAGEMENTSERVICESINC_12_10_1999-EX-10-ENDORSEMENT AGREEMENT.PDF
"What is the Most Favored Nation for the contract between FAMOUS FIXINS, INC. and PEY DIRT, INC.?","[""If, at any time during the Contract Period, Company shall enter into any agreement (the terms of what are significantly the same as the terms hereof) in connection with the production and sale of Company's products using the name, likeness, photographic representation or signature of any other National Football League quarterback (active or retired), which agreement provides for the payment to such individual of remuneration in excess of that set forth herein, then Company agrees it will immediately so notify Pey Dirt<omitted>and, at the same time, shall, retroactive to the effective date of such other agreement, increase the rate of remuneration paid to Pey Dirt hereunder up to the highest then-current rate paid by Company to any such National Football League quarterback (active or retired) for a regional endorsement deal.""]",WARNINGMANAGEMENTSERVICESINC_12_10_1999-EX-10-ENDORSEMENT AGREEMENT.PDF
"What is the Exclusivity for the contract between FAMOUS FIXINS, INC. and PEY DIRT, INC.?","['Pey Dirt expressly agrees that the right to use Manning Identification will not be granted to anyone other than Company for use within the Contract Territory during the Contract Period in connection with the advertisement, promotion and sale of Products.', 'Pey Dirt grants to Company the exclusive right and license to use Manning Identification within the Contract Territory during the Contract Period in connection with the advertisement and promotion by Company of Products in television, radio, print and point of purchase.']",WARNINGMANAGEMENTSERVICESINC_12_10_1999-EX-10-ENDORSEMENT AGREEMENT.PDF
"What is the Competitive Restriction Exception for the contract between FAMOUS FIXINS, INC. and PEY DIRT, INC.?",[],WARNINGMANAGEMENTSERVICESINC_12_10_1999-EX-10-ENDORSEMENT AGREEMENT.PDF
"What is the Minimum Commitment for the contract between FAMOUS FIXINS, INC. and PEY DIRT, INC.?","[""Pey Dirt has the right to terminate this Agreement immediately if Company's Endorsed Products are not being distributed in the Contract Territory to a significant number of stores by October 1, 1999.""]",WARNINGMANAGEMENTSERVICESINC_12_10_1999-EX-10-ENDORSEMENT AGREEMENT.PDF
"What is the Volume Restriction for the contract between FAMOUS FIXINS, INC. and PEY DIRT, INC.?","['Anything herein to the contrary notwithstanding, Company shall not have the right to distribute photographs of Manning which are larger than 5"" x 7"".']",WARNINGMANAGEMENTSERVICESINC_12_10_1999-EX-10-ENDORSEMENT AGREEMENT.PDF
"What is the License Grant for the contract between FAMOUS FIXINS, INC. and PEY DIRT, INC.?","['Upon registration of any such trademark, Pey Dirt shall grant to Company a license for the use of such registered trademark on or in connection with the advertisement, promotion and sale of Endorsed Products, which license shall be coextensive and coterminous with the rights granted thereunder with respect to Manning Identification and shall require no increase in the payments set forth but shall contain such additional provisions as Pey Dirt reasonably believes are necessary for the protection of such trademark registered in the name of Manning or Pey Dirt.', 'Pey Dirt grants to Company the exclusive right and license to use Manning Identification within the Contract Territory during the Contract Period in connection with the advertisement and promotion by Company of Products in television, radio, print and point of purchase.', ""Pey Dirt also grants to Company, subject to all of the terms and conditions herein, the non-exclusive right to use the Manning Identification in connection with certain merchandise that may be featured on the back panel of the Endorsed Products packaging, said merchandise to be subject to Pey Dirt's sole and exclusive discretion and approval.""]",WARNINGMANAGEMENTSERVICESINC_12_10_1999-EX-10-ENDORSEMENT AGREEMENT.PDF
"What is the Source Code Escrow for the contract between FAMOUS FIXINS, INC. and PEY DIRT, INC.?",[],WARNINGMANAGEMENTSERVICESINC_12_10_1999-EX-10-ENDORSEMENT AGREEMENT.PDF
"What is the Audit Rights for the contract between FAMOUS FIXINS, INC. and PEY DIRT, INC.?","['In the event that any such inspections show an underreporting and underpayment in excess of five percent (5%) for any twelve (12) month period, then Company shall pay the cost of such examination.', ""Pey Dirt, or its representatives, shall, upon two weeks' written notice, have the right at all reasonable times (prior to the expiration of two (2) years after the termination of the Contract Period) to inspect and make copies of the books and records of Company insofar as they shall relate to the computation of royalties to be paid to Pey Dirt hereunder and the shipment of Endorsed Products pursuant to this Agreement.""]",WARNINGMANAGEMENTSERVICESINC_12_10_1999-EX-10-ENDORSEMENT AGREEMENT.PDF
"What is the Uncapped Liability for the contract between FAMOUS FIXINS, INC. and PEY DIRT, INC.?",[],WARNINGMANAGEMENTSERVICESINC_12_10_1999-EX-10-ENDORSEMENT AGREEMENT.PDF
"What is the Liquidated Damages for the contract between FAMOUS FIXINS, INC. and PEY DIRT, INC.?",[],WARNINGMANAGEMENTSERVICESINC_12_10_1999-EX-10-ENDORSEMENT AGREEMENT.PDF
"What is the Warranty Duration for the contract between FAMOUS FIXINS, INC. and PEY DIRT, INC.?",[],WARNINGMANAGEMENTSERVICESINC_12_10_1999-EX-10-ENDORSEMENT AGREEMENT.PDF
"What is the Insurance for the contract between FAMOUS FIXINS, INC. and PEY DIRT, INC.?","[""Company agrees to provide and maintain, at its own expense, general liability insurance and product liability insurance with limits no less than $3,000,000 and within thirty (30) days from the date hereof, Company will submit to Pey Dirt a fully paid policy or certificate of insurance naming Pey Dirt, Pey Dirt's agent and Manning as additional insured parties, requiring that the insurer shall not terminate or materially modify such without written notice to Pey Dirt at least twenty (20) days in advance thereof.""]",WARNINGMANAGEMENTSERVICESINC_12_10_1999-EX-10-ENDORSEMENT AGREEMENT.PDF
"What is the Third Party Beneficiary for the contract between FAMOUS FIXINS, INC. and PEY DIRT, INC.?",[],WARNINGMANAGEMENTSERVICESINC_12_10_1999-EX-10-ENDORSEMENT AGREEMENT.PDF
"What is the Document Name for the contract between Array BioPharma Inc., and Ono Pharmaceutical Co., Ltd.?","['LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']","Array BioPharma Inc. - LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT.PDF"
"What is the Agreement Date for the contract between Array BioPharma Inc., and Ono Pharmaceutical Co., Ltd.?","['May 31, 2017']","Array BioPharma Inc. - LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT.PDF"
"What is the Effective Date for the contract between Array BioPharma Inc., and Ono Pharmaceutical Co., Ltd.?","['May 31, 2017']","Array BioPharma Inc. - LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT.PDF"
"What is the Expiration Date for the contract between Array BioPharma Inc., and Ono Pharmaceutical Co., Ltd.?","['This Agreement shall commence on the Effective Date and, unless terminated earlier pursuant to this Article 13, shall continue in full force and effect, on a Product-by-Product and country-by-country basis until the Secondary Royalty Term with respect to such Product expires, at which time this Agreement shall expire in its entirety with respect to such Product in such country.']","Array BioPharma Inc. - LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT.PDF"
"What is the Renewal Term for the contract between Array BioPharma Inc., and Ono Pharmaceutical Co., Ltd.?",[],"Array BioPharma Inc. - LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT.PDF"
"What is the Governing Law for the contract between Array BioPharma Inc., and Ono Pharmaceutical Co., Ltd.?","['This Agreement and all questions regarding its validity or interpretation, or the breach or performance of this Agreement, shall be governed by, and construed and enforced in accordance with, the laws of the State of New York, United States, without reference to conflict of law principles.']","Array BioPharma Inc. - LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT.PDF"
"What is the Most Favored Nation for the contract between Array BioPharma Inc., and Ono Pharmaceutical Co., Ltd.?",[],"Array BioPharma Inc. - LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT.PDF"
"What is the Exclusivity for the contract between Array BioPharma Inc., and Ono Pharmaceutical Co., Ltd.?","['Array shall own rights to, and shall be responsible, at its own expense, for registering and maintaining, the Internet domain names listed on Exhibit 12.6 (each of the foregoing, a ""Domain Name"") and agrees to grant, and hereby grants to Ono a royalty-free, fully paid-up exclusive license to use those particular Domain Names which Ono elects to use (and actually uses) in connection with Ono\'s commercialization of the Product in the Ono Territory in accordance with this Agreement.', 'From and after the expiration of this Agreement, Ono shall have the exclusive, fully paid up, royalty- free right to use (i) Product Trademarks assigned to Ono under Section 12.2, and (ii) those Domain Names licensed to Ono under Section 12.6, in each case solely for purposes of, and to the extent necessary, for Ono to continue to Commercialize the Products in the Field in the Ono Territory.', 'Prior to the [ * ], neither Ono or its Affiliates, nor Array or its Controlled Affiliates, shall Commercialize in the Ono Territory: (i) a product that includes, as an active pharmaceutical ingredient, an agent that is a [ * ] (other than Binimetinib), or (ii) a product that includes, as an active pharmaceutical ingredient, an agent that is a [ * ] (other than Encorafenib), or grant the right to a licensee or distributor to Commercialize in the Ono Territory any of the above described products (each a ""Competing Product""). I', ""Subject to the terms and conditions of this Agreement, Array hereby grants to Ono an exclusive license, with the right to grant sublicenses and appoint distributors as provided in Section 2.2, under the Array Patents, Array Know-How and Array's interests in the Joint Patents and Joint Know-How to Commercialize the Products in the Field in the Ono Territory."", ""Subject to the terms and conditions of this Agreement, including without limitation Array's retained rights under Section 2.1(e) below, Array hereby grants to Ono an exclusive license, with the right to grant sublicenses as provided in Section 2.2, under the Array Patents, Array Know-How and Array's interests in the Joint Patents and Joint Know- How to Develop the Products in accordance with the Development Plan and Joint Development Plan(s) in the Ono Territory solely for purposes of obtaining Marketing Approval for use of the Product in the Field in the Ono Territory.""]","Array BioPharma Inc. - LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT.PDF"
"What is the Competitive Restriction Exception for the contract between Array BioPharma Inc., and Ono Pharmaceutical Co., Ltd.?",[],"Array BioPharma Inc. - LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT.PDF"
"What is the Minimum Commitment for the contract between Array BioPharma Inc., and Ono Pharmaceutical Co., Ltd.?","['Notwithstanding Sections 6.4, 6.5, and 6.6, the Royalty Payment to Array shall not be reduced in any calendar quarter (a) during the Initial Royalty Term to less than [ * ] of the amount due under Section 6.3(a)(i), and (b) during the Secondary Royalty Term to less than [ * ] of the amount due under Section 6.3(a) (ii) (provided that any amounts in excess of the permitted deduction shall be carried forward to the subsequent calendar quarters until exhausted), unless 6.4(b) applies in which case royalty shall be as set forth therein.']","Array BioPharma Inc. - LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT.PDF"
"What is the Volume Restriction for the contract between Array BioPharma Inc., and Ono Pharmaceutical Co., Ltd.?",[],"Array BioPharma Inc. - LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT.PDF"
"What is the License Grant for the contract between Array BioPharma Inc., and Ono Pharmaceutical Co., Ltd.?","['Array shall own rights to, and shall be responsible, at its own expense, for registering and maintaining, the Internet domain names listed on Exhibit 12.6 (each of the foregoing, a ""Domain Name"") and agrees to grant, and hereby grants to Ono a royalty-free, fully paid-up exclusive license to use those particular Domain Names which Ono elects to use (and actually uses) in connection with Ono\'s commercialization of the Product in the Ono Territory in accordance with this Agreement.', 'Effective upon the effective date of termination, Ono hereby assigns and shall cause to be assigned to Array all worldwide rights in and to (i) any Product Trademarks specific to one or more Products that Ono or any of its Affiliates used in connection with Product(s), and (ii) all Internet domain names incorporating the applicable Product Trademark(s) or any variation or part of such Product Trademark(s) as its URL address or any part of such address, for domains outside the Array Territory.', ""Subject to the terms and conditions of this Agreement, Array hereby grants to Ono a worldwide non-exclusive license under the Array Patents, Array Know-How and Array's interests in the Joint Patents and Joint Know-How to (i) Manufacture and have Manufactured Binimetinib and Encorafenib for use in the Manufacture of Products, and (ii) Manufacture and have Manufactured Products, in each case for use in Developing and Commercializing such Products in accordance with the rights and license granted to Ono under Sections 2.1(a) and 2.1(c)."", ""Effective as of the date of expiration, Ono shall grant to Array a non-exclusive, worldwide, royalty-free license, with the right to grant sublicenses, (A) under any Improvements, and (B) under any other Patents owned or Controlled by Ono related to any Product(s) (including without limitation, Ono's interest in any Joint Patents) for the purposes of making, using, developing, importing, selling, distributing, marketing and promoting the Product(s) in the form they exist as of the time the Agreement is terminated, Notwithstanding the foregoing, in the event of a termination by Ono pursuant Section 13.3 or 13.4, Section 14.2(a)(ix) shall apply."", ""The licenses granted under this Subsection 2.1(b) may be sublicensed by Ono only to its Affiliates, and then only for so long as such entities remain as Affiliates. For clarity, the licenses granted under this Subsection 2.1(b) may be extended by Ono to Third Party manufacturers for Manufacturing the Products on Ono's behalf."", 'From and after the expiration of this Agreement, Ono shall have the exclusive, fully paid up, royalty- free right to use (i) Product Trademarks assigned to Ono under Section 12.2, and (ii) those Domain Names licensed to Ono under Section 12.6, in each case solely for purposes of, and to the extent necessary, for Ono to continue to Commercialize the Products in the Field in the Ono Territory.', ""Subject to the terms and conditions of this Agreement, Array hereby grants to Ono an exclusive license, with the right to grant sublicenses and appoint distributors as provided in Section 2.2, under the Array Patents, Array Know-How and Array's interests in the Joint Patents and Joint Know-How to Commercialize the Products in the Field in the Ono Territory."", 'Except to the extent any jointly-owned inventions or intellectual property are included in subject matter licensed by one Party to the other Party under this Agreement, each Party may only practice any such jointly-owned inventions or intellectual property for its own internal purposes, and neither Party shall have the right to enforce, license, or assign such jointly- owned inventions or intellectual property, without the prior written consent of the other Party.', ""Each Party shall own rights to any Internet domain names incorporating the Product Trademark(s) owned by such Party under Section 12.1 or any variation or part of such Product Trademark(s) as its URL address or any part of such address, and agrees to grant, and hereby grants to the other Party a royalty-free, fully paid-up exclusive license to use those particular Internet domain names which the grantee Party elects to use (and actually uses) in connection with the grantee Party's commercialization of the applicable Product in the grantee Party's Territory in accordance with this Agreement."", 'Upon expiration of this Agreement, the licenses granted to Ono under Section 2.1 shall become non-exclusive, fully paid- up, irrevocable, perpetual, royalty free licenses, with sublicensing rights, to Develop, Manufacture, and/or Commercialize the Products in the Ono Territory.', ""Subject to the terms and conditions of this Agreement, including without limitation Array's retained rights under Section 2.1(e) below, Array hereby grants to Ono an exclusive license, with the right to grant sublicenses as provided in Section 2.2, under the Array Patents, Array Know-How and Array's interests in the Joint Patents and Joint Know- How to Develop the Products in accordance with the Development Plan and Joint Development Plan(s) in the Ono Territory solely for purposes of obtaining Marketing Approval for use of the Product in the Field in the Ono Territory."", 'Ono hereby grants to Array a non-exclusive, worldwide, royalty free license, with the right to issue and authorize sublicenses through multiple tiers subject to the last sentence of Section 2.4(b), under any Improvements and Ono\'s interest in Joint Patent and Joint Know-How solely to make, use, sell, offer for sale, import, the Products (collectively, the ""Grant-Back License""), subject to the exclusive rights granted to Ono under this Agreement.']","Array BioPharma Inc. - LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT.PDF"
"What is the Source Code Escrow for the contract between Array BioPharma Inc., and Ono Pharmaceutical Co., Ltd.?",[],"Array BioPharma Inc. - LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT.PDF"
"What is the Audit Rights for the contract between Array BioPharma Inc., and Ono Pharmaceutical Co., Ltd.?","[""It is understood that the foregoing audit rights shall include the right to have the Auditor verify Ono's compliance (and the compliance of its Affiliates and Sublicensees) with the above requirements."", 'Ono shall, and shall require its Affiliates to, permit Array, and/or an authorized representative reasonably acceptable to Ono, to enter the relevant facilities of Ono and its Affiliates during normal business hours and upon reasonable advance notice to inspect and verify compliance with applicable regulatory and other requirements, as well as with this Agreement, with respect to all matters relating to the Product, all Ono Know-How to be provided to Array pursuant to Section 4.7 and the activities generating such Ono Know-How. Such inspection right shall include the right to examine any internal procedures or records of Ono and/or its Affiliates relating to the Product.', 'Inspections conducted under this Section 7.4 shall be at the expense of Array, unless a variation or error producing an underpayment in amounts payable exceeding [ * ] of the amount paid for a period covered by the inspection is established, in which case all reasonable costs relating to the inspection for such period and any unpaid amounts that are discovered shall be paid by Ono, together with interest on such unpaid amounts at the rate set forth in Section 7.1 above.', 'Such records will be open for inspection during such three (3) year period by an independent certified public accounting firm of nationally (the US or Japan) recognized standing (the ""Auditor""), chosen by Array and reasonably acceptable to Ono for the purpose of verifying the amounts payable by Ono hereunder. Such inspections may be made no more than once each Calendar Year, at reasonable times and on reasonable prior written notice. Such records for any particular calendar quarter shall be subject to no more than one inspection.']","Array BioPharma Inc. - LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT.PDF"
"What is the Uncapped Liability for the contract between Array BioPharma Inc., and Ono Pharmaceutical Co., Ltd.?",[],"Array BioPharma Inc. - LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT.PDF"
"What is the Liquidated Damages for the contract between Array BioPharma Inc., and Ono Pharmaceutical Co., Ltd.?","['In the event that Array (a) [ * ] during [ * ], or (b) intentionally conceals or falsifies a material result and/or material item of data concerning the safety or efficacy of the Product, which concealment or falsification (i) is undertaken to induce Ono to not terminate this Agreement and (ii) results in a substantial reduction to the value of the Product in the Ono Territory, then, as an alternative to its right to terminate this Agreement pursuant to Section 13.3 above, Ono may in its discretion elect to continue this Agreement, in which case (A) Ono shall be relieved of its due diligence obligations under this Agreement; and (B) as liquidated damages for the breaches described<omitted>in (a) or (b) above, the otherwise applicable royalty rate with respect to Products shall thereafter be [ * ] for the [ * ]']","Array BioPharma Inc. - LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT.PDF"
"What is the Warranty Duration for the contract between Array BioPharma Inc., and Ono Pharmaceutical Co., Ltd.?","['In the event that Array reasonably objects to a proposed usage of the Product Trademark(s), it shall give written notice of such objection to Ono within sixty (60) days of receipt of such sample, specifying the way in which such usage of its Product Trademark(s) fails to meet the style, usage or quality standards for the Product or Product Trademark set forth in the first two sentences of this Section 12.4(c).']","Array BioPharma Inc. - LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT.PDF"
"What is the Insurance for the contract between Array BioPharma Inc., and Ono Pharmaceutical Co., Ltd.?",[],"Array BioPharma Inc. - LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT.PDF"
"What is the Third Party Beneficiary for the contract between Array BioPharma Inc., and Ono Pharmaceutical Co., Ltd.?",[],"Array BioPharma Inc. - LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT.PDF"
What is the Document Name for the contract between Microgenics Corporation and Achaogen Inc.?,['Collaborative Development and Commercialization Agreement'],Microgenics Corporation - Collaborative Development and Commercialization Agreement.PDF
What is the Agreement Date for the contract between Microgenics Corporation and Achaogen Inc.?,"['April 26, 2016']",Microgenics Corporation - Collaborative Development and Commercialization Agreement.PDF
What is the Effective Date for the contract between Microgenics Corporation and Achaogen Inc.?,"['April 26, 2016']",Microgenics Corporation - Collaborative Development and Commercialization Agreement.PDF
What is the Expiration Date for the contract between Microgenics Corporation and Achaogen Inc.?,"['This Agreement shall be effective as of the Effective Date and unless terminated earlier by mutual written agreement of the Parties or pursuant to Section 9.2 (Termination At Will) or Section 9.3 (Termination for Cause) below, the term of this Agreement shall continue in effect until Achaogen ceases development and commercialization of Plazomicin (""Term"").']",Microgenics Corporation - Collaborative Development and Commercialization Agreement.PDF
What is the Renewal Term for the contract between Microgenics Corporation and Achaogen Inc.?,[],Microgenics Corporation - Collaborative Development and Commercialization Agreement.PDF
What is the Governing Law for the contract between Microgenics Corporation and Achaogen Inc.?,"['This Agreement is subject to and governed by the laws of the State of Delaware, U.S.A. (without regard to conflict of law principles).']",Microgenics Corporation - Collaborative Development and Commercialization Agreement.PDF
What is the Most Favored Nation for the contract between Microgenics Corporation and Achaogen Inc.?,[],Microgenics Corporation - Collaborative Development and Commercialization Agreement.PDF
What is the Exclusivity for the contract between Microgenics Corporation and Achaogen Inc.?,"['During the Term, and without limiting Section 4.2, Achaogen hereby grants to Microgenics a royalty-free, exclusive, worldwide license to use the Achaogen<omitted>Know-How, Achaogen Patents, and Achaogen Materials to research, develop, manufacture, use, market and sell the Assay in the Territory. [***].']",Microgenics Corporation - Collaborative Development and Commercialization Agreement.PDF
What is the Competitive Restriction Exception for the contract between Microgenics Corporation and Achaogen Inc.?,[],Microgenics Corporation - Collaborative Development and Commercialization Agreement.PDF
What is the Minimum Commitment for the contract between Microgenics Corporation and Achaogen Inc.?,"['In the event that, during the applicable Minimum Threshold Periods (as defined below), Microgenics does not receive the applicable Minimum Threshold Revenue (as defined below) during a given calendar year, Achaogen agrees to pay  [***] Microgenics for such region during such calendar year (on a prorated basis, as applicable).<omitted>""Minimum Threshold Revenue"" shall mean, with respect to each of the First Minimum Threshold Period and the Second Minimum Threshold Period, USD $[***] of annual gross revenue received by Microgenics from sales of the Assay in the Territory (for clarity, during any overlap between the First Minimum Threshold Period and the Second Minimum Threshold Period, the total Minimum Threshold Revenue would be USD $[***]); provided, however, that the Minimum Threshold Revenue (i) shall be determined by [***] for a given Assay, less [***] directly associated with such sale and Assay and permitted to be taken in accordance with generally accepted accounting principles in the United States, and (ii) that in the event the Minimum Threshold Period begins or ends during a given calendar year, the Minimum Threshold Revenue for such calendar year shall be prorated accordingly.']",Microgenics Corporation - Collaborative Development and Commercialization Agreement.PDF
What is the Volume Restriction for the contract between Microgenics Corporation and Achaogen Inc.?,[],Microgenics Corporation - Collaborative Development and Commercialization Agreement.PDF
What is the License Grant for the contract between Microgenics Corporation and Achaogen Inc.?,"['If, for any reason, [***], both Microgenics and the Back-up Supplier (as applicable) are unable to supply the Assay in quantities sufficient to meet the quantities of the Assay either (a) as set forth in each applicable Binding Forecast or (b) based on such other measure of commercial demand as agreed to by the Parties in writing, in either case, during any given  [***]  ([***]) month period for a given country in the Territory, then Microgenics hereby grants Achaogen or its designee a Shortfall License, which license shall survive until [***] ([***]) months following the date that either Microgenics or the Back-up Supplier (as applicable) is in a position again to fulfill such demand (as such positioning is demonstrated [***]) (the ""Supply Resumption Date"").', 'Achaogen shall be responsible for the prosecution and maintenance of any Patent applications and Patents claiming or covering any Achaogen Inventions, and Microgenics shall be responsible for the prosecution and maintenance of any Patent applications and Patents claiming or covering any Microgenics Inventions; provided, that  [***] shall not, without first obtaining [***] prior written consent, file any Patent claiming or covering the [***]; provided, further, that, in the event that any such Patent applications covering or claiming any  [***] are filed without first obtaining  [***] prior written consent, then  [***] hereby grants [***] a perpetual, irrevocable, fully paid-up, royalty-free, worldwide, sublicenseable, non-exclusive license under such Patent applications and any Patents issuing therefrom or related thereto for the purpose of developing, manufacturing, using or commercializing [***].', 'Microgenics hereby grants to Achaogen a royalty-free non- exclusive right to use such Trademarks in connection with advertising, promoting and marketing Plazomicin, subject to Section 12.5 (Non-Use of Names).', 'During the Term, Microgenics hereby grants to Achaogen and its Affiliates a royalty- free, non-exclusive, sub-licenseable, worldwide license, under and with respect to the Immunoassay Technologies, Microgenics Know- How and any Patents or Patent applications Controlled by Microgenics or its Affiliates to the extent reasonably necessary for Achaogen to perform its obligations or exercise its rights under this Agreement or as is otherwise reasonably necessary to make, have made, use, sell, offer for sale, import and otherwise commercialize Plazomicin.', 'During the Term, and without limiting Section 4.2, Achaogen hereby grants to Microgenics a royalty-free, exclusive, worldwide license to use the Achaogen<omitted>Know-How, Achaogen Patents, and Achaogen Materials to research, develop, manufacture, use, market and sell the Assay in the Territory. [***].', 'Solely in the case of termination of this Agreement by Achaogen under Section 9.3 (Termination for Cause):   9.4.4.1 Microgenics hereby grants Achaogen a Transfer License; provided, that, Achaogen covenants not to use the Transfer License beyond the scope set forth in Section 1.33.']",Microgenics Corporation - Collaborative Development and Commercialization Agreement.PDF
What is the Source Code Escrow for the contract between Microgenics Corporation and Achaogen Inc.?,[],Microgenics Corporation - Collaborative Development and Commercialization Agreement.PDF
What is the Audit Rights for the contract between Microgenics Corporation and Achaogen Inc.?,"['Company shall make available, for audit by Achaogen, the secretary, HHS, the physician statements and informed consents required by 42 U.S.C. 289g-1(b) and (c), or ensure HHS access to those records, if maintained by an entity other than the Contractor.', ""Achaogen shall have the right (either by itself or through a Third Party reasonably acceptable to Microgenics), during normal business hours and upon reasonable notice, to inspect records pertinent to Microgenics' obligations under this Agreement."", '[***] during the Term, commencing on the  [***] ([***]) [***] of the Effective Date, Achaogen shall have the right to inspect and audit  [***] per calendar year (either by itself or through a Third Party reasonably acceptable to Microgenics) the Assay manufacturing process, facilities, procedures,<omitted>and records upon reasonable notice (which shall be no less than [***] ([***]) calendar days prior notice, unless a shorter period is mutually agreed to by the Parties), and during normal business hours.', 'Notwithstanding the foregoing, Achaogen shall have the right to conduct ""for cause"" audits (either by itself or through a Third Party reasonably acceptable to Microgenics)  [***] during normal business hours of the [***], including in the event of a failure to supply the Assay as specified under Section 4.3.2.', 'Achaogen shall have the right to arrange for its employee(s) and/or consultant(s) involved in the activities contemplated hereunder, during normal business hours and upon reasonable notice, to discuss the development activities and results contemplated under this Agreement in detail with the technical personnel and consultant(s) of Microgenics.']",Microgenics Corporation - Collaborative Development and Commercialization Agreement.PDF
What is the Uncapped Liability for the contract between Microgenics Corporation and Achaogen Inc.?,"[""EXCEPT WITH RESPECT TO DAMAGES THAT ARISE DUE TO A  PARTY'S BREACH OF CONFIDENTIALITY (ARTICLE 12) OR  INDEMNIFICATION  OBLIGATIONS  (ARTICLE 11),  IN  NO  EVENT WILL  EITHER  PARTY  BE  LIABLE  TO  THE  OTHER  FOR  CONSEQUENTIAL, INDIRECT,  SPECIAL,  EXEMPLARY OR  PUNITIVE DAMAGES  FOR ANY  CAUSE OF  ACTION, WHETHER  IN  CONTRACT, TORT  OR OTHERWISE,  INCLUDING LOST REVENUES, PROFITS OR BUSINESS OPPORTUNITIES ARISING OUT OF OR  IN CONNECTION WITH THIS AGREEMENT, WHETHER OR NOT THE OTHER  PARTY WAS  OR  SHOULD HAVE  BEEN  AWARE OF  THE POSSIBILITY OF  THESE DAMAGES. EXCEPT WITH  RESPECT TO  DAMAGES THAT  ARISE  DUE TO  A  PARTY'S BREACH  OF  CONFIDENTIALITY  (ARTICLE 12)  OR  INDEMNIFICATION  OBLIGATIONS  (ARTICLE 11), THE  LIABILITY  OF  EITHER  PARTY  UNDER  THIS AGREEMENT  (WHETHER  BY  REASON  OF  BREACH  OF  CONTRACT,  TORT,  OR  OTHERWISE)  WITH  RESPECT  TO  A  GIVEN  CLAIM  SHALL  NOT  EXCEED  AN AMOUNT EQUAL TO [***].""]",Microgenics Corporation - Collaborative Development and Commercialization Agreement.PDF
What is the Liquidated Damages for the contract between Microgenics Corporation and Achaogen Inc.?,[],Microgenics Corporation - Collaborative Development and Commercialization Agreement.PDF
