Filename,Cleaned_Parties
AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FRANCHISE AGREEMENT.PDF,"['Airsopure International Group, Inc.', '[]']"
"HOSPITALITYINVESTORSTRUST,INC_04_07_2014-EX-10.26-FRANCHISE AGREEMENT.PDF","['Homewood Suites Franchise LLC', 'Franchisee']"
INTERNATIONALFASTFOODCORP_04_04_1997-EX-99-FRANCHISE AGREEMENT.PDF,"['BURGER  KING  CORPORATION', 'INTERNATIONAL FAST FOOD POLSKA SP ZO.0', 'INTERNATIONAL FAST FOOD                                           CORPORATION']"
"GOOSEHEADINSURANCE,INC_04_02_2018-EX-10.6-Franchise Agreement.PDF","['Goosehead Insurance Agency, LLC']"
JOINTCORP_09_19_2014-EX-10.15-FRANCHISE AGREEMENT.PDF,"['The Joint Corp', '________________________________________']"
AMERICASSHOPPINGMALLINC_12_10_1999-EX-10.2-SITE DEVELOPMENT AND HOSTING AGREEMENT.PDF,"['Hanover Direct, Inc.', 'The Deerskin Companies, Inc.']"
BLUEFLYINC_03_27_2002-EX-10.27-e-business Hosting Agreement.PDF,"['International Business Machines Corporation', 'Bluefly, Inc.']"
BEYONDCOMCORP_08_03_2000-EX-10.2-CO-HOSTING AGREEMENT.PDF,"['NETWORKS ASSOCIATES, INC.', 'SOFTWARE.NET CORPORATION']"
BNCMORTGAGEINC_05_17_1999-EX-10.4-LICENSING AND WEB SITE HOSTING AGREEMENT.PDF,"['Mortgage Logic.com, Inc.', 'TrueLink, Inc.']"
BOLIVARMININGCORP_05_23_2003-EX-2.1-VISP WEB SITE BUILDING AND HOSTING AGREEMENT.PDF,"['YourNetPlus.com, Inc.', 'Kingdom Connect, Inc.']"
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.PDF,"['Corio Inc.', 'Commerce One, Inc.']"
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT.PDF,"['Corio Inc.', 'Changepoint, Inc.']"
GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT.PDF,"['Galacticomm', 'Horst Entertainment Inc']"
INKTOMICORP_06_08_1998-EX-10.14-SOFTWARE HOSTING AGREEMENT.PDF,"['INKTOMI CORPORATION', 'MICROSOFT CORPORATION']"
"ADMA BioManufacturing, LLC -  Amendment #3 to Manufacturing Agreement .PDF","['ADMA BioManuFacturing, LLC', 'Sanofi Pasteur S.A']"
"Antares Pharma, Inc. - Manufacturing Agreement.PDF","['Antares Pharma, Inc.', 'AMAG Pharmaceuticals, Inc.', 'individually as ""Party"" and collectively as the ""Parties""']"
Apollo Endosurgery - Manufacturing and Supply Agreement.PDF,"['Apollo Endosurgery', 'Establishment Labs, S.A', 'Apollo and Establishment shall hereinafter be individually referred to as a ""Party"" and collectively as the ""Parties""']"
Cerus Corporation - FIRST AMEND TO SUPPLY AND MANUFACTURING AGREEMENT.PDF,"['Cerus Corporation', 'Porex Corporation']"
"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT.PDF","['Columbia Laboratories,  Ltd.', 'Fleet Laboratories Limited']"
ELECTRAMECCANICA VEHICLES CORP. - Manufacturing Agreement .PDF,"['Electrameccanica Vehicles Corp', 'Chongqing Zongshen Automobile Industry Co., LTD.', 'ELECTRAMECCANICA VEHICLES CORP']"
"Magenta Therapeutics, Inc. - Master Development and Manufacturing Agreement.PDF","['Magenta Therapeutics, Inc.', 'Bachem Americas, Inc.']"
"Sonos, Inc. - Manufacturing Agreement .PDF","['Sonos, Inc.', 'Inventec Appliances Corporation']"
"VAPOTHERM, INC. - Manufacturing and Supply Agreement.PDF","['VAPOTHERM, INC', 'MEDICA S.p.A.']"
"ON2TECHNOLOGIES,INC_11_17_2006-EX-10.3-SUPPORT AND MAINTENANCE AGREEMENT.PDF","['On2 Technologies, Inc.', 'Wildform, Inc.']"
PRIMEENERGYRESOURCESCORP_04_02_2007-EX-10.28-COMPLETION AND LIQUIDITY MAINTENANCE AGREEMENT.PDF,"['PRIMEEVERGY CORPORATION', 'GUARANTY BANK', 'PRIME OFFSHORE L.L.C.']"
SECURIANFUNDSTRUST_05_01_2012-EX-99.28.H.9-NET INVESTMENT INCOME MAINTENANCE AGREEMENT.PDF,"['Advantus Capital  Management, Inc.', 'Securian Financial Services, Inc.', 'Securian Funds Trust', 'Trust’s Advantus Money Market Fund']"
SANDRIDGEENERGYINC_08_06_2009-EX-10.6-OPERATIONS AND MAINTENANCE AGREEMENT.PDF,"['Piñon Gathering Company, LLC', 'SandRidge Midstream, Inc.']"
SEPARATEACCOUNTIIOFAGL_05_02_2011-EX-99.(J)(4)-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT.PDF,"['American International Group, Inc.', 'American General Life Insurance Company']"
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.PDF,"['EuroTel', 'Sicap Ltd']"
SFGFINANCIALCORP_05_12_2009-EX-10.1-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.PDF,"['SFG Financial Corp', '551 FX IB Associates, LLC']"
SPARKLINGSPRINGWATERHOLDINGSLTD_07_03_2002-EX-10.13-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.PDF,"['GARMAN ROUTING SYSTEMS, INC.', 'SPARKLING SPRING WATER GROUP LIMITED']"
SMITHELECTRICVEHICLESCORP_04_04_2012-EX-10.26-FLEET MAINTENANCE AGREEMENT.PDF,"['DAIRY CREST LIMITED', 'SEV GROUP LIMITED']"
"SPIENERGYCO,LTD_03_09_2011-EX-99.5-OPERATIONS AND MAINTENANCE AGREEMENT.PDF","['Solar Tax Partners 1, LLC', 'Solar Power, Inc.']"
STARTECGLOBALCOMMUNICATIONSCORP_11_16_1998-EX-10.30-CONSTRUCTION AND MAINTENANCE AGREEMENT.PDF,"['ABS Telecom plc', 'AT&T Corp.', 'BARAK I.T.C', 'BC TEL', 'Belgacom S.A.', 'BellSouth International, Inc.', 'British Telecommunications pIc', 'Cable & Wireless Global Network Organisation Limited', 'Cable & Wireless, Inc.', 'Carrier 1 AG', 'COMPANHIA PORTUGUESA RADIO MARCONI, SA.', 'Com Tech International Corporation', 'CYPRUS TELECOMMUNICATIONS AUTHORITY', 'Deutsche Telekom AG', 'Energis Communications Limited', 'Emirates Telecommunications Corporation - ETISALAT', 'France Telecom', 'GTE Intelligent Network Services Incorporated', 'Hellenic Telecommunications Organisation S.A.', 'IXC Communications, Inc.', 'IXNET Limited', 'Japan Telecom Co., Ltd.', 'Kokusai Denshin Denwa Americas Inc.', 'KPN Telecom B.V', 'MCI International Inc.', 'NTT Worldwide Network Corporation', 'OY FINNET International AB', 'Pacific Gateway Exchange', 'Pacific Gateway Exchange Inc.', 'Rostelecom', 'RSL Communications Limited', 'Singapore Telecommunications Limited', 'Slovenske Telecomunicatie s.e.', 'Sonera Ltd.', 'Sprint Communications Company L.P.', 'STAR Telecommunications Inc.', 'StarHub', 'STARTEC GLOBAL COMMUNICATIONS CORPORATION', 'Swisscom Ltd', 'Swisscom North America Inc.', 'Tele 2 AB', 'TeleBermuda International Limited', 'Tele Danmark A/S', 'Telef6nica de Espana, S.A.', 'Teleglobe USA', 'Telenor Global Services AS', 'Telesur', 'TELIA AB', 'Telia North America Inc.', 'Transoceanic Communications Incorporated', 'Turk Telekomunikasyon A.S.', 'Ultrallne  Limited', 'VIATEL', 'Videsh Sanchar Nigam Limited']"
SUNTRONCORP_05_17_2006-EX-10.22-MAINTENANCE AGREEMENT.PDF,"['THAYER EQUITY INVESTORS IV, L.P.', 'U.S. Bank National ASSOCIATION', 'SUNTRON CORPORATION', 'K*TEC OPERATING CORP., SUNCTRON GCO L.P.', 'EFTC OPERATING CORP.', 'SUNTRON-IOWA, INC.', 'CURRENT ELECTRONICS, INC.', 'RM ELECTRONICS, INC.', 'SUNTRON-KANSAS, INC.']"
SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.PDF,"['D2 Technologies, Inc.', 'Summa Four Inc.']"
TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT.PDF,"['Advantage Telecommunications Ltd.', 'Cable & Wireless Global Network Limited', 'Cable & Wireless HKT international Limited', 'China Telecom', 'China United Telecommunications Corporation', 'Chunghwa Telecom Co., Ltd.,', 'Concert Global Network Services, Ltd.', 'Global One Communications Network, Inc.', 'Japan Telecom Co., Ltd.', 'KDD Corporation', 'Korea Telecom', 'KPN Telecom B.V.', 'Layer 2 Communications Group Ltd.', 'MCI International Telecommunications. Inc.', 'Metromedia Fiber Network Services, Inc.', 'New Century InfoComm Ltd., Preparatory Office', 'NTT Communications Corporation', 'Onelink Cable Network Limited', 'Philippine Long Distance Telephone Company', 'Singapore Telecommunications Limited', 'StarHub Pte Ltd', 'Taiwan Fixed Network Co., Ltd. Preparatory Office', 'Teleglobe USA Inc.', 'Telekom Malaysia Berhad', 'Telstra Global Networks Limited', 'Williams Communications, Inc.,', 'APT Satellite Telecommunications Limited', 'Bayan Telecommunications, Inc.', 'China Netcom Corporation Ltd.', 'The Communications Authority of Thailand', 'CTI International Limited', 'Dacom Corporation', 'edge2net Inc.', 'Eastern Telecommunications Philippines, Incorporated', 'Global Access Ltd.', 'Globe Telecom, Inc.', 'GNG Networks. Inc.', 'GTE Intelligent Network Service Incorporated', 'PT Indosat  Tbk', 'Maxis International Sdn. Bhd', 'New World Telephone Limited', 'NTT Com Asia Ltd.', 'Onse Telecom Corporation', 'Telia AB', 'TT dotCom Sdn Bhd']"
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT.PDF,"['SYSTEMS APPLICATIONS PRODUCTS   LIMITED', 'TELKOM SOUTH AFRICA LIMITED']"
TRIZETTOGROUPINC_08_18_1999-EX-10.17-TECHNICAL INFRASTRUCTURE MAINTENANCE AGREEMENT.PDF,"['MEDICAL MANAGER MIDWEST, INC.', 'MTS, INC.']"
UAGHINC_04_14_2004-EX-10.18-MAINTENANCE AGREEMENT.PDF,"['Universal Access, Inc.', 'CityNet Telecommunications, Inc.']"
VARIABLESEPARATEACCOUNT_04_30_2014-EX-13.C-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT.PDF,"['American International Group, Inc.', 'American General Life Insurance Company']"
VERTEXENERGYINC_08_14_2014-EX-10.24-OPERATION AND MAINTENANCE AGREEMENT.PDF,"['MAGELLAN TERMINALS HOLDINGS, L.P.', 'OMEGA REFINING , LLC', 'Individually as ""Party"" and collectively as ""Parties""']"
VERTICALNETINC_04_01_2002-EX-10.19-MAINTENANCE AND SUPPORT AGREEMENT.PDF,"['VerticalNet,Inc', 'Vertical Enterprises LLC formerly known as Tradeum, Inc. which d/b/a VerticalNet Solutions', 'Converge, Inc.']"
ZONDWINDSYSTEMPARTNERSLTDSERIES85-B_04_03_2006-EX-10-MANAGEMENT AND MAINTENANCE AGREEMENT.PDF,"['Sagebrush', 'Sagebrush partners', 'ToyoWest Management Inc.']"
"GWG HOLDINGS, INC. - ORDERLY MARKETING AGREEMENT.PDF","['GWG Holdings, Inc.', 'Trust Advisors to the Seller Trusts', 'GWG and Trust Advisors']"
"HEMISPHERX - Sales, Marketing, Distribution, and Supply Agreement.PDF","['HEMISPHERX BIOPHARMA, INC', 'Scientific Products Pharmaceutical Co. LTD']"
Monsanto Company - SECOND A&R EXCLUSIVE AGENCY AND MARKETING AGREEMENT .PDF,"['Monsanto Company', 'The Scotts Company LLC']"
LECLANCHÉ S.A. - JOINT DEVELOPMENT AND MARKETING AGREEMENT.PDF,"['LECLANCHÉ S.A.', 'OAK RIDGE ENERGY TECHNOLOGIES INC']"
"Loop Industries, Inc. - Marketing Agreement.PDF","['Loop Industries, Inc.', 'Indorama Loop Technologies, LLC', 'Loop and Joint Venture Company']"
NUVEEN - REMARKETING AGREEMENT.PDF,"['Nuveen AMT-Free Municipal Credit Income Fund', 'Nuveen Fund Advisors, LLC', 'Nuveen Investments, Inc.', '[●]']"
"MetLife, Inc. - Remarketing Agreement.PDF","['MetLife, Inc.', 'Deutsche Bank Securities Inc.', 'Deutsche Bank Trust Company America']"
"PACIRA PHARMACEUTICALS, INC. - A&R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT .PDF","['PACIRA PHARMACEUTICALS, INC.', 'EKR THERAPEUTICS, INC.']"
Principal Life Insurance Company - Broker Dealer Marketing and Servicing Agreement .PDF,"['Principal Life Insurance Company', 'Princor Financial Services Corporation', 'ABC Company and its duly licensed insurance affiliates indicated on the signature page of this   Agreement']"
"Reinsurance Group of America, Incorporated - A&R REMARKETING  AGREEMENT.PDF","['Reinsurance Group of America, Incorporated', 'RGA Capital Trust I', 'Barclays Capital Inc.']"
"SightLife Surgical, Inc. - STRATEGIC SALES & MARKETING AGREEMENT.PDF","['SightLife Surgical, Inc.', 'Imprimis Pharmaceuticals, Inc.']"
"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT.PDF","['Zounds Hearing, Inc.', 'InnerScope Hearing Technologies, Inc.', 'Subcontractor and Manufacturer']"
NATIONALPROCESSINGINC_07_18_1996-EX-10.4-SPONSORSHIP AGREEMENT.PDF,"['National Processing Company,', 'National City Bank of Kentucky,']"
PACIFICSYSTEMSCONTROLTECHNOLOGYINC_08_24_2000-EX-10.53-SPONSORSHIP AGREEMENT.PDF,"['American Champion Media,', 'Shun Li De Commerce & Trading Ltd,']"
PROLONGINTERNATIONALCORP_03_23_1998-EX-10.16-SPONSORSHIP AGREEMENT.PDF,"['SABCO RACING, INC.', 'Prolong Super Lubricants']"
NETGROCERINC_07_31_1998-EX-10.15-SPONSORSHIP AGREEMENT.PDF,"['Excite, Inc.', 'NetGrocer, Inc.']"
SONUSCORP_03_12_1997-EX-10.11-SPONSORSHIP AGREEMENT.PDF,"['HEALTHCARE CAPITAL CORP.', 'C.M. OLIVER & COMPANY LIMITED']"
RUBIOSRESTAURANTSINC_03_31_2008-EX-10.75-SPONSORSHIP AGREEMENT.PDF,"['SAN DIEGO BALLPARK FUNDING LLC', ""Rubio's Fresh Mexican Grill""]"
TICKETSCOMINC_06_22_1999-EX-10.22-SPONSORSHIP AGREEMENT.PDF,"['Tickets.com Inc. ""Tickets""', 'MP3.com Inc. ""MP3.com""']"
"VNUE,INC_07_10_2015-EX-10.1-SPONSORSHIP AGREEMENT.PDF","['ANTHEMIC, LLC', 'VNUE INC']"
"ADIANUTRITION,INC_04_01_2005-EX-10.D2-RESELLER AGREEMENT.PDF","['PivX Corporation', 'Detto Technologies']"
DIVERSINETCORP_03_01_2012-EX-4-RESELLER AGREEMENT.PDF,"['Diversinet Corp.', '2205925 Ontario Limited']"
WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT.PDF,"['Touchstar Software Corporation', 'Worldwide Strategies']"
"BELLRINGBRANDS,INC_02_07_2020-EX-10.18-MASTER SUPPLY AGREEMENT.PDF","['Premier Nutrition Company, LLC,', 'Fonterra  Inc.,']"
BIOFRONTERAAG_04_29_2019-EX-4.17-SUPPLY AGREEMENT.PDF,"['Cutanea Life Sciences, Inc.', 'Ferrer Internacional, S.A.']"
FUSIONPHARMACEUTICALSINC_06_05_2020-EX-10.17-Supply Agreement - FUSION.PDF,"['Centre for Probe Development and Commercialization', 'FUSION Pharmaceuticals Inc.']"
"INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT.PDF","['HOVIONE INTER AG', 'INTERSECT ENT, Inc.']"
ULTRAGENYXPHARMACEUTICALINC_12_23_2013-EX-10.9-SUPPLY AGREEMENT.PDF,"['Cremer Oleo GmbH & Co KG', 'Ultragenyx Pharmaceutical Inc.']"
"VAXCYTE,INC_05_22_2020-EX-10.19-SUPPLY AGREEMENT.PDF","['SutroVax, Inc.', 'Sutro Biopharma, Inc.', 'SutroVax and Sutro']"
VERICELCORP_08_06_2019-EX-10.10-SUPPLY AGREEMENT.PDF,"['Vericel Corporation', 'MediWound Ltd.', 'Vericel and MediWound']"
HEALTHGATEDATACORP_11_24_1999-EX-10.1-HOSTING AND MANAGEMENT AGREEMENT - Escrow Agreement.pdf,['NCC ESCROW INTERNATIONAL LIMITED']
BIOAMBERINC_04_10_2013-EX-10.34-DEVELOPMENT AGREEMENT - First Amendment.pdf,"['Cargill, Incorporated', 'BioAmber S.A.S.']"
HEALTHGATEDATACORP_11_24_1999-EX-10.1-HOSTING AND MANAGEMENT AGREEMENT (1).pdf,"['HealthGate Data Corp.', 'Blackwell Science Limited', 'Munksgaard A/S', 'together, Blackwell and Munksgaard shall be referred to as ""the Publishers"")']"
BIOAMBERINC_04_10_2013-EX-10.34-DEVELOPMENT AGREEMENT (1).pdf,"['Cargill, Incorporated', 'Bioamber S.A.S']"
"NETGEAR,INC_04_21_2003-EX-10.16-AMENDMENT TO THE DISTRIBUTOR AGREEMENT BETWEEN INGRAM MICRO AND NETGEAR-.pdf","['Ingram Micro', 'NETGEAR, Inc.']"
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.pdf","['Ingram Micro', 'NETGEAR, Inc.']"
"NETGEAR,INC_04_21_2003-EX-10.16- AMENDMENT #2 TO THE DISTRIBUTION AGREEMENT.pdf","['Ingram Micro', 'NETGEAR, Inc.']"
NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment.pdf,"['Peregrine/Bridge Transfer Corporation', 'Neon Systems, Inc.']"
NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_New.pdf,"['Peregrine/Bridge Transfer Corporation', 'Neon Systems, Inc.']"
WOMENSGOLFUNLIMITEDINC_03_29_2000-EX-10.13-ENDORSEMENT AGREEMENT.PDF,"['SQUARE TWO GOLF INC.', 'KATHY WHITWORTH']"
WOMENSGOLFUNLIMITEDINC_03_29_2000-EX-10.13-ENDORSEMENT AGREEMENT - Intellectual Property Rights                 Confidentiality and Non-Use Obligations Agreement.pdf,"['SQUARE TWO GOLF INC.', 'KATHY WHITWORTH']"
"KUBIENT,INC_07_02_2020-EX-10.14-MASTER SERVICES AGREEMENT_Part2.pdf","['Kubient, Inc.', 'The Associated Press']"
"KUBIENT,INC_07_02_2020-EX-10.14-MASTER SERVICES AGREEMENT_Part1.pdf","['Kubient Inc.', 'The Associated Press']"
